XHO_radical;Iqela Lamashishini;Die radikale Fraktion;;;;;;;;;;
XHO_socialist;Iqela Lobusoshiyali;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;
XHO_communist;Inkongolo Lenguqu;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;
XHO_fascist;Iqela lobuFasi;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;
ZUL_conservative;Iqembu Lasebukhosini;Faction royale;Königsfraktion;;Facción Real;;;;;;;;;
ZUL_liberal;Umbimbi Wezinguquko;Faction libérale;Die liberale Fraktion;;La Facción Liberal;;;;;;;;;
ZUL_reactionary;Iqembu Lendabuko;Faction nationaliste;Die nationalistische Fraktion;;La Facción Nacionalista;;;;;;;;;
ZUL_radical;Inhlangano Yebhizinisi;Faction radicale;Die radikale Fraktion;;La Facción Radical;;;;;;;;;
ZUL_socialist;Umfelandawonye Wabantu;Faction socialiste;Die sozialistische Fraktion;;La Facción Socialista;;;;;;;;;
ZUL_communist;Iqembu lamaKhomanisi;Faction communiste;Die kommunistische Fraktion;;La Facción Comunista;;;;;;;;;
ZUL_fascist;Iqembu Lesizwe;Faction fasciste;Die faschistische Fraktion;;La Facción Fascista;;;;;;;;;
BSH_conservative;Sehlopha sa Borena;Faction royale;Königsfraktion;;;;;;;;;;
BSH_liberal;Sehlopha sa Tokoloho;Faction de réforme;Verbesserung Fraktion;;;;;;;;;;
BSH_reactionary;Selekane sa Setso;Faction d'empire;Reich Fraktion;;;;;;;;;;
BSH_radical;Selekane sa Khoebo;Faction radicale;Die radikale Fraktion;;;;;;;;;;
BSH_socialist;Sehlopha sa Bososhiale;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;
BSH_communist;Bafetoheli;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;
BSH_fascist;Mokhatlo oa Naha;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;
MAT_conservative;Abaqotho;Faction royale;Königsfraktion;;;;;;;;;;
MAT_liberal;Umfelandawonye Woshintsho;Faction de réforme;Verbesserung Fraktion;;;;;;;;;;
MAT_reactionary;Asizivikele Nevatsonga;Faction d'empire;Reich Fraktion;;;;;;;;;;
MAT_radical;Umfelandawonye Ibhizimusi;Faction radicale;Die radikale Fraktion;;;;;;;;;;
MAT_socialist;Iqembu Labantu;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;
MAT_communist;Iqembu lamaKhomanisi;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;
MAT_fascist;Iqembu lamaNdebele;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;
SHO_conservative;Ntubatanidzwo wa Hambo;Faction royale;Königsfraktion;;;;;;;;;;
SHO_liberal;Ntubatanidzwo wa Rushunxeko;Faction de réforme;Verbesserung Fraktion;;;;;;;;;;
SHO_reactionary;Huvo ya ndechivanhu;Faction d'empire;Reich Fraktion;;;;;;;;;;
SHO_radical;Vem’wamabindzu;Faction radicale;Die radikale Fraktion;;;;;;;;;;
SHO_socialist;Ntubatanidzwo wa Vanhu;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;
SHO_communist;Vaxanduki;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;
SHO_fascist;Vadziwiriri Venyika;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;
GAZ_conservative;Antoko Mpanjoka;;;;;;;;;;;;
GAZ_liberal;Fiaraha-Mitantana Fanavaozako;;;;;;;;;;;;
GAZ_reactionary;Antoko Nentim-Paharazana;;;;;;;;;;;;
GAZ_radical;Antokon'ny Fahafahano;;;;;;;;;;;;
GAZ_socialist;Manan'ny Vahoaka;;;;;;;;;;;;
GAZ_communist;Kongresy Kominista;;;;;;;;;;;;
GAZ_fascist;Mpiaro ny Mifangaro;;;;;;;;;;;;
MAD_conservative;Merina Dynasty;Faction royale;Königsfraktion;;Facción Real;;;;;;;;;
MAD_liberal;Sendikà Fanavaozana;Faction libérale;Die liberale Fraktion;;La Facción Liberal;;;;;;;;;
MAD_reactionary;Filankevitra Mitoka-monina;Faction nationaliste;Die nationalistische Fraktion;;La Facción Nacionalista;;;;;;;;;
MAD_radical;Radikalista;Faction radicale;Die radikale Fraktion;;La Facción Radical;;;;;;;;;
MAD_socialist;Antoko Sosialista;Faction socialiste;Die sozialistische Fraktion;;La Facción Socialista;;;;;;;;;
MAD_communist;Kongresin’nyVahoaka;Faction communiste;Die kommunistische Fraktion;;La Facción Comunista;;;;;;;;;
MAD_fascist;Fiombonan’ny Vahoaka Malagasy;Faction fasciste;Die faschistische Fraktion;;La Facción Fascista;;;;;;;;;
KHB_conservative;|Khao-Khoen Nub;;;;;;;;;;;;
KHB_liberal;|Khao-Khoen !Norasasib;;;;;;;;;;;;
KHB_reactionary;||ôab Xristub;;;;;;;;;;;;
KHB_radical;||ôab Mari-i;;;;;;;;;;;;
KHB_socialist;Kurigu Khoekhoen;;;;;;;;;;;;
KHB_communist;Kai Khoekhoen;;;;;;;;;;;;
KHB_fascist;|khao-khoen ||khan;;;;;;;;;;;;
litema_start_title;Litema Mural Art;;;;;;;;;;;;
litema_start_desc;Litema, also spelled as ditema, is a form of Sotho mural art composed of decorative and symbolic geometric patterns, commonly associated with Sesotho and Sepedi tradition practised in Basotho and Bapedi. Women create litema on the outer walls and inside of homes by means of engraving, painting, relief mouldings and mosaic. Typically, the geometric patterns are combed or scratched into the wet top layer of fresh clay and dung plaster of the wall, and later painted with earth ochers. Patterns most often mimic ploughed fields through a combed texture, or the patterns refer to plant life, and more occasionally to other aspects of the natural world, such as referring to a clan totem animal. It is common for women of an entire village to apply litema on such special occasions as a wedding or a religious ceremony.;;;;;;;;;;;;
litema_start_option1;Interesting;;;;;;;;;;;;
KHB_free_title;Independence;;;;;;;;;;;;
KHB_free_desc;As we no longer neighbour our overlord, it will be easy to declare independence.;;;;;;;;;;;;
KHB_free_option1;Yay;;;;;;;;;;;;
litema_birth_title;Birth of a New Syllabary?;;;;;;;;;;;;
litema_birth_desc;The change has been gradual, but noticeable. Litema mural art has evolved past the point of showing just vague concepts, such as marriage or birth, but is now being used to tally crop yields and weapons, display stories and conversations, and even tell jokes. Litema, at least for the $COUNTRY_ADJ$, is not just an art form, it is a syllabary. How this will effect our future, we are yet to know, but it can only be positive.;;;;;;;;;;;;
litema_birth_option1;Great!;;;;;;;;;;;;
adopt_litema_title;Adopt the Litema Syllabary;;;;;;;;;;;;
adopt_litema_desc;The newly-developed syllabry greatly suits our language and needs, and it is somewhat recognizable to our people. It would be logical to adopt it as fast as possible. §RFirst civilization progress is 5%, second 10%, third 15%;;;;;;;;;;;;
TRN;Murcadia;;;;;;;;;;;;
TRN_ADJ;Murcadian;;;;;;;;;;;;
NAL;Ostiralia;;;;;;;;;;;;
NAL_ADJ;Ostiralian;;;;;;;;;;;;
province_large_immigration_boom;Large Immigration Boom;;;;;;;;;;;;
province_large_immigration_boom_desc;Large Immigration Boom;;;;;;;;;;;;
organize_TRN_title;Establish Murcadia;;;;;;;;;;;;
organize_TRN_desc;The Hinterlands of Southern Africa possess a mild climate, and has reports of mountains of valueable resources. Scotland is lacking in settler colonies. Our people are emigrating to Columbia, and so are no longer providing to us. This problem can be partially solved, and the resources easily harvested, if we were to establish a settler colony.;;;;;;;;;;;;
organize_NAL_title;Establish Ostiralia;;;;;;;;;;;;
organize_NAL_desc;The south-eastern coast of Southern Africa are a prime target for a new settler colony. The climate is mild, The mountains and soils rich with resources, and the natives are subdued. Our people are itching for a new frontier, and we will give it to them.;;;;;;;;;;;;
rename_bapedi_SCO_title;Rename Transgrey;;;;;;;;;;;;
rename_bapedi_SCO_desc;Now that we are in control of Transgrey, we can rename it.;;;;;;;;;;;;
rename_bapedi_HBR_title;Rename Trasliath;;;;;;;;;;;;
rename_bapedi_HBR_desc;Now that we are in control of Trasliath, we can rename it.;;;;;;;;;;;;
rename_bapedi_BTH_title;Rename Limpopo;;;;;;;;;;;;
rename_bapedi_BTH_desc;Now that we are in control of Limpopo, we can rename it.;;;;;;;;;;;;
rename_basutoland_SCO_title;Rename Lochnagar;;;;;;;;;;;;
rename_basutoland_SCO_desc;Now that we are in control of Lochnagar, we can rename it.;;;;;;;;;;;;
rename_basutoland_HBR_title;Rename Lochlainn;;;;;;;;;;;;
rename_basutoland_HBR_desc;Now that we are in control of Lochlainn, we can rename it.;;;;;;;;;;;;
rename_basutoland_BTH_title;Rename Basutoland;;;;;;;;;;;;
rename_basutoland_BTH_desc;Now that we are in control of Basutoland, we can rename it.;;;;;;;;;;;;
rename_bechuinner_SCO_title;Rename Moray;;;;;;;;;;;;
rename_bechuinner_SCO_desc;Now that we are in control of Moray, we can rename it.;;;;;;;;;;;;
rename_bechuinner_HBR_title;Rename Móire;;;;;;;;;;;;
rename_bechuinner_HBR_desc;Now that we are in control of Móire, we can rename it.;;;;;;;;;;;;
rename_bechuinner_BTH_title;Rename Inner Bechuanaland;;;;;;;;;;;;
rename_bechuinner_BTH_desc;Now that we are in control of Inner Bechuanaland, we can rename it.;;;;;;;;;;;;
rename_bechuouter_SCO_title;Rename Dingwall;;;;;;;;;;;;
rename_bechuouter_SCO_desc;Now that we are in control of Dingwall, we can rename it.;;;;;;;;;;;;
rename_bechuouter_HBR_title;Rename Damhnait;;;;;;;;;;;;
rename_bechuouter_HBR_desc;Now that we are in control of Damhnait, we can rename it.;;;;;;;;;;;;
rename_bechuouter_BTH_title;Rename Outer Bechuanaland;;;;;;;;;;;;
rename_bechuouter_BTH_desc;Now that we are in control of Outer Bechuanaland, we can rename it.;;;;;;;;;;;;
rename_natal_SCO_title;Rename Clelland;;;;;;;;;;;;
rename_natal_SCO_desc;Now that we are in control of Clelland, we can rename it.;;;;;;;;;;;;
rename_natal_NGU_title;Rename iKwaNatali;;;;;;;;;;;;
rename_natal_NGU_desc;Now that we are in control of iKwaNatali, we can rename it.;;;;;;;;;;;;
rename_xhosaland_SCO_title;Rename New Lothian;;;;;;;;;;;;
rename_xhosaland_SCO_desc;Now that we are in control of New Lothian, we can rename it.;;;;;;;;;;;;
rename_xhosaland_NGU_title;Rename Xhosaland;;;;;;;;;;;;
rename_xhosaland_NGU_desc;Now that we are in control of Xhosaland, we can rename it.;;;;;;;;;;;;
rename_zululand_SCO_title;Rename Hirselhaven;;;;;;;;;;;;
rename_zululand_SCO_desc;Now that we are in control of Hirselhaven, we can rename it.;;;;;;;;;;;;
rename_zululand_HBR_title;Rename Cúchulainn;;;;;;;;;;;;
rename_zululand_HBR_desc;Now that we are in control of Cúchulainn, we can rename it.;;;;;;;;;;;;
rename_zululand_NGU_title;Rename Zululand;;;;;;;;;;;;
rename_zululand_NGU_desc;Now that we are in control of Zululand, we can rename it.;;;;;;;;;;;;
rename_limpopo_SCO_title;Rename Transgrey;;;;;;;;;;;;
rename_limpopo_SCO_desc;Now that we are in control of Transgrey, we can rename it.;;;;;;;;;;;;
rename_limpopo_HBR_title;Rename Trasliath;;;;;;;;;;;;
rename_limpopo_HBR_desc;Now that we are in control of Trasliath, we can rename it.;;;;;;;;;;;;
rename_limpopo_NGU_title;Rename Limpopo;;;;;;;;;;;;
rename_limpopo_NGU_desc;Now that we are in control of Limpopo, we can rename it.;;;;;;;;;;;;
rename_qariega_NGU_title;Rename Qariega;;;;;;;;;;;;
rename_qariega_NGU_desc;Now that we are in control of Qariega, we can rename it.;;;;;;;;;;;;
rename_qariega_SCO_title;Rename Cariga;;;;;;;;;;;;
rename_qariega_SCO_desc;Now that we are in control of Cariga, we can rename it.;;;;;;;;;;;;
rename_qariega_HBR_title;Rename Ceathairga;;;;;;;;;;;;
rename_qariega_HBR_desc;Now that we are in control of Ceathairga, we can rename it.;;;;;;;;;;;;
EVTNAME44334;The Rubhach Dominion;;;;;;;;;;;;
EVTDESC44334;The colony of $COUNTRY_ADJ$ New Rubha has asked to be governed as an autonomous dominion within the empire.;;;;;;;;;;;;
EVT44334OPTC;Onwards to New Rubha!;;;;;;;;;;;;
stewart_wildlife_preserve_title;Create the Stewart Wildlife Preserve;;;;;;;;;;;;
stewart_wildlife_preserve_desc;"In 1895, Hector Stewart introduced in the parliament of $COUNTRY$, a motion to create the game reserve which would become the Stewart National Park. That motion, introduced together with another parliament member by the name of R. K. Loveday, and accepted for discussion in September 1895 by a majority of one vote, resulted in the proclamation by Edwards Campbell, prime minister of Ostiralia, on 26 March 1898, of a ""Government Wildlife Park."" This park would later be known as the Sabi Game Reserve and was expanded into the Stewart National Park in 1926.";;;;;;;;;;;;
create_south_africa_title;Create New Rubha;;;;;;;;;;;;
create_south_africa_desc;Creating New Rubha under an independent government, as a puppet to our nation, will make for a much stronger ally.;;;;;;;;;;;;
adopt_die_stem_title;Adopt 'The Vice';;;;;;;;;
adopt_die_stem_desc;We pray for the blissen o The Awmichtie.'\n\n'The Vice o Caledonia', although it gained official status as Caledonia's national anthem only in 1938 had, for a long time prior, been unofficially used in that capacity. Originally written as a poem by Grenald McAllistor in 1910, the piece had music composed for it in 1911 by Murphy de Villiers. 'The Vice' saw frequent use in the broadcasts of the Caledonian Broadcasting Company, which played it at the end of daily broadcasts, along with God Save the King. Adopt 'The Vice', and let us give our young country a proper anthem!;;;;;;;;;
ostiralia_asks_independence_title;The Ostiralian Dominion;;;;;;;;;;;;
ostiralia_asks_independence_desc;The colony of $COUNTRY_ADJ$ Ostiralia has asked to be governed as an autonomous dominion within the empire.;;;;;;;;;;;;
onwards_ostiralia;Onwards to Ostiralia!;;;;;;;;;;;;
murcadia_asks_independence_title;The Murcadian Dominion;;;;;;;;;;;;
murcadia_asks_independence_desc;The colony of $COUNTRY_ADJ$ Murcadia has asked to be governed as an autonomous dominion within the empire.;;;;;;;;;;;;
onwards_murcadia;Onwards to Murcadia!;;;;;;;;;;;;
NAL_dominion;The Dominion of Ostiralia;;;;;;;;;;;;
NAL_colonial_company;The Dominion of Ostiralia;;;;;;;;;;;;
TRN_dominion;The Dominion of Murcadia;;;;;;;;;;;;
TRN_colonial_company;The Dominion of Murcadia;;;;;;;;;;;;
TRN_hms_government;The Dominion of Murcadia;;;;;;;;;;;;
TRN_absolute_monarchy;The Dominion of Murcadia;;;;;;;;;;;;
TRN_prussian_constitutionalism;The Dominion of Murcadia;;;;;;;;;;;;
NAL_hms_government;The Dominion of Ostiralia;;;;;;;;;;;;
NAL_absolute_monarchy;The Dominion of Ostiralia;;;;;;;;;;;;
NAL_prussian_constitutionalism;The Dominion of Ostiralia;;;;;;;;;;;;
create_ostiralia;Create Ostiralia;;;;;;;;;;;;
create_ostiralia;Creating Ostiralia under an independent government, as a puppet to our nation, will make for a much stronger ally.;;;;;;;;;;;;
create_murcadia;Create Murcadia;;;;;;;;;;;;
create_murcadia;Creating Murcadia under an independent government, as a puppet to our nation, will make for a much stronger ally.;;;;;;;;;;;;
TRN_liberal;Federalists;;;;;;;;;;;;
TRN_conservative;Dominion Party;;;;;;;;;;;;
TRN_conservative_2;Murcadian Whigs;;;;;;;;;;;;
TRN_conservative_3;United National Federal Party;;;;;;;;;;;;
TRN_socialist;Murcadia Labour Party;;;;;;;;;;;;
TRN_reactionary;National Party;;;;;;;;;;;;
TRN_radical;The Radicals;;;;;;;;;;;;
TRN_communist;Fowk Party;;;;;;;;;;;;
TRN_fascist;Britherheid Party;;;;;;;;;;;;
NAL_liberal;Confederalist Party;;;;;;;;;;;;
NAL_conservative;Ostiralian Whigs;;;;;;;;;;;;
NAL_conservative_2;Dominion Party;;;;;;;;;;;;
NAL_socialist;Ostiralia Socialist Party;;;;;;;;;;;;
NAL_reactionary;National Party;;;;;;;;;;;;
NAL_radical;The Radicals;;;;;;;;;;;;
NAL_communist;Worker's Party of Ostiralia;;;;;;;;;;;;
NAL_fascist;National Patriots;;;;;;;;;;;;
CLD_fascist;Nationalists o Caledon;;;;;;;;;;;;
CLD_liberal;Heidists;;;;;;;;;;;;
CLD_conservative;Avancers;;;;;;;;;;;;
CLD_socialist;Worker's Party;;;;;;;;;;;;
CLD_conservative_2;Unionists;;;;;;;;;;;;
CLD_liberal_2;Caledonian Party;;;;;;;;;;;;
CLD_conservative_3;National Party;;;;;;;;;;;;
CLD_reactionary;Dominion Party;;;;;;;;;;;;
CLD_radical;Radical Party;;;;;;;;;;;;
CLD_communist;Caledonian Labourer's Front;;;;;;;;;;;;
CLD;Caledonia;;;;;;;;;;;;
CLD_ADJ;Caledonian;;;;;;;;;;;;
CLD_democracy;The Republic of Caledonia;;;;;;;;;;;;
CLD_hms_government;The Kingdom of Caledonia;;;;;;;;;;;;
CLD_colonial_company;The Dominion of Caledonia;;;;;;;;;;;;
CLD_dominion;The Dominion of Caledonia;;;;;;;;;;;;
CLD_absolute_monarchy;The Dominion of Caledonia;;;;;;;;;;;;
CLD_prussian_constitutionalism;The Dominion of Caledonia;;;;;;;;;;;;
clearances_in_natal_title;Clearances in Hirselhaven;;;;;;;;;;;;
clearances_in_natal_desc;With the population of Hirselhaven rapidly growing, easily arable land is becoming sparse. It would be greatly beneficial to the continued settlement of the region for us to help clear some unusable terrain to make it more suitable for farming.;;;;;;;;;;;;
clearances_in_cuchulainn_title;Clearances in Cúchulainn;;;;;;;;;;;;
clearances_in_cuchulainn_desc;With the population of Cúchulainn rapidly growing, easily arable land is becoming sparse. It would be greatly beneficial to the continued settlement of the region for us to help clear some unusable terrain to make it more suitable for farming.;;;;;;;;;;;;
appoint_ORA_duchy_title;The Stewart Dynasty;;;;;;;;;;;;
appoint_ORA_duchy_desc;Monarchism has proven effective in Europe, remaining stable for thousands of years. It is far too dangerous for us to stray away from this system. Morven Stewart has proven to be a competent temporary leader making him the perfect candidate for a monarch.;;;;;;;;;;;;
drummond_dream_title;The Caledonian Dream;;;;;;;;;;;;
drummond_dream_desc;Caledonia must style itself after the liberal democracies of Columbia, both for the liberty of its people and the continuation of the state. We are low in numbers and surrounded by enemies, it must be appealing for the discontent people of Europe to come here to establish a new life in a free land instead of doing so in Columbia. A new constitution is to be written and a true nation state will be established.;;;;;;;;;;;;
MLW_absolute_monarchy;Miyala;;;;;;;;;;;;
MLW_prussian_constitutionalism;Miyala;;;;;;;;;;;;
MLW_hms_government;Miyala;;;;;;;;;;;;
hbr_xho_intervention_title;The Drummonder call;x
hbr_xho_intervention_desc;The Drummonders, fearing for their national integrity, have approached us for help. President of Drummond Morven Stewart, offered us Xhosa frontier lands if we were to come to their aid. Naturally, in order to eliminate a mutual threat we must aid Stewart and to war we must go. The Xhosa scum must be defeated at all cost!;x
hbr_xho_intervention_option1;It's a long, long way to Bisho...;x
end_xhosa_war_title;End the Frontier War;x
end_xhosa_war_desc;Bisho is in ruins as the advancing coalition of Fenian and Drummonder forces keep ravaging the Xhosa lands. Seeing no other choice, the heathen Xhosa king will surely unconditionally surrender to us.;x
rename_natal_HBR_title;Rename Aileach;x
rename_natal_HBR_desc;Now that we are in control of Aileach we can rename it.;x
rename_xhosaland_HBR_title;Rename Odhráin;x
rename_xhosaland_HBR_desc;Now that we are in control of Odhráin we can rename it.;x
treaty_of_drummond_title;The Treaty of Drummond;x
treaty_of_drummond_desc;We have managed to quickly overwhelm the scottish colonial garrisons in Rubha Ùr and seize the colony. The colonial capital of Heidtoun has been occupied for months now, with no sight of a scottish force arriving to recapture the colony. We can thus force Scotland to the negotiating table.;x
EVTNAME500507;Rubha Ùr is Lost;x
EVTDESC500507;The Drummonders, rejecting integration, have proven far more resilient than we ever would have thought possible. Now we face the humiliating prospect of surrendering Rubha Ùr to them. It seems we have little choice, with the war going so badly and Heidtoun already occupied. All we can do is decide whether we will pursue a conciliatory path with Drummond and perhaps make them future allies or aim at returning in the future and reclaiming what has been lost.;x
EVT500507OPTA;Let us reconcile, they're of our kin after all!;x
EVT500507OPTB;Never! All of Caledonia shall be ours!;x
EVTNAME500508;The Treaty of Drummond;x
EVTDESC500508;$FROMCOUNTRY$ has sent negotiators to work out the terms of their surrender. The tone is one of reconciliation, and it is clear the $FROMCOUNTRY_ADJ$ wish to build good relations with us after the business of this war is done.;x
EVT500508OPTA;That's good to hear.;x
EVTDESC500509;$FROMCOUNTRY$ has sent negotiators to work out the terms of their surrender. The tone of the talks has been very bitter, and it's clear the $FROMCOUNTRY_ADJ$ government will do all it can to return and trouble us again in the future.;x
EVT500509OPTA;We shall accept their surrender nevertheless.;x
become_caledonia_title;Proclaim Caledonia;x
become_caledonia_desc;With the Scottish colonial administration ousted, the fate of Rubha Ùr is cemented under Drummonder rule. Therefore we shall proclaim the creation of Caledonia, for no longer are we just a puny rebellious group of pioneers!;x
create_caledonia_title;Create Caledonia;x
create_caledonia_desc;The three crown colonies of New Rubha, Ostiralia and Murcadia have been developed enough and shall therefore be reorganised into the Dominion of Caledonia. This will allow for better development and growth of our colonies in the southern tip of Africa.;x 
NORMAL_WAR_CONQUEST_NAME_SCO_ORA;The Caledonian War;;;;;;;;;;;x
NORMAL_WAR_CONQUEST_NAME_ORA_HBR;The Oceanian War;;;;;;;;;;;x
NORMAL_WAR_CONQUEST_NAME_XHO_HBR;The Fenian Frontier War;;;;;;;;;;;x
HBR_tensions_title;Fauldin Border Raid;x
HBR_tensions_desc;Tensions have recently been rising between us and Drummond ever since their victory in Rubha Ùr and an incident has recently broken out on our border. One of our militias, called "The Patrick's Legion" crossed the border into Drummond at midnight, raiding and plundering the border settlement of Fauldin. A few locals were reported dead with the settlement almost fully destroyed. The Drummonder Government is still yet to respond to the incident but we know for sure they won't be happy about this.;x 
HBR_tensions_option1;This won't end well...;x
patricks_legion;The Patricks Legion;x
patricks_legion_desc;Formed in the wake of rising tensions with Drummond, the Patricks Legion is an elite military regiment in Hibernia influencing the rest of the army with its tactics.;x
ORA_tensions_title;The Fauldin Raid;x
ORA_tensions_desc;At midnight it came, with nobody expecting it, for what was supposed to be a regular night for the Fauldiners turned into hell on Earth... coming from the east, it approached, a group of infamous Fenian militia. The group nicknamed "The Patrick's Legion" raided the small border settlement of Fauldin with their intentions unclear. In the morning, the few who survived had vacated the settlement which was at this point fully destroyed, with many dead piled up outside. This seems like something that would happen in a horror story but that night, it came into reality. This is obviously unnaceptable, therefore we must act upon it somehow!;x
ORA_tensions_option1;They shall see true hell!;x
ORA_tensions_option2;Simply ask for trial of the Legion and reparations;x
ocn_war_title;The Oceanian War;x
ocn_war_desc;Seeing no other way of dealing with the issue, the Drummonders have declared war with aims of our complete subjugation. Thus begins the great fight for survival. We must win this war by any means necessary otherwise we shall find ourselves enslaved yet again!;x
ocn_war_option1;May our enemies perish!;x
hbr_reps_title;Drummond requests trial of the Legion;x
hbr_reps_desc;Not much to our surprise the government of Drummond was outraged at the actions of our men. They request of us to turn over the Legion members for trial in Drummond and pay reparations for the damages caused in the raid. Either that or we risk further escalation, potentially leading to conflict.;x
hbr_reps_option1;We will abide by their demands;x
hbr_reps_option2;Let them come if they dare!;x
ora_reps_title;Hibernia concedes;x
ora_reps_desc;The Fenians fearing war over actions of the Patrick's legion have conceded to us. Reparations for the Fauldin raid have been paid out and the Legion members turned over to us for trial.;x
ora_reps_option1;Hopefully this brings peace;x
ora_noreps_title;Hibernia rejects our demands;x
ora_noreps_desc;For the Fenians, the reasonable demands we asked of them were deemed too much. This is outrageous! The one chance at redemption we have given them has proven pointless as they clearly have no understanding. Therefore we shall deal with them for once and for all!;x
ora_noreps_option1;They shall see true hell!;x
ora_noreps_option2;Maybe we should back down...;x
rinn_claims_title;Our claim to the Rinn;x
rinn_claims_desc;Territories encompassing the Scottish Cape Colony and Drummond were the first areas of Fenian settlement. Many hardships were endured under the colonial administration which lead to Fenian trekking eastward. With a great part of our population still remaining in the Rinn it is our right to free them.;x
claim_old_ireland_title;Reclaiming our Homeland;x
claim_old_ireland_desc;Our group of hardy pioneers, in search of a new homeland, has well adjusted to it's new home. The sons of Ireland have against all odds forged a great nation in the southern tip of Africa and are ready to pursue greater goals. We shall reclaim our birthright and free all Irishmen under foreign oppression!;x
return_home_HBR_title;Return of the Irish;x
return_home_HBR_desc;The birthright of all Fenian is no more occupied by oppressors. We have freed Ireland, after a long journey up north from Hibernia. No longer will the Irishmen be opressed! Fada beo Éire!;x
rename_transgorits_HBR_title;Rename Findargat;x
rename_transgorits_HBR_desc;Now that we are in control of Findargat we can rename it.;x
rename_transgorits_SCO_title;Rename Transgorits;x
rename_transgorits_SCO_desc;Now that we are in control of Transgorits we can rename it.;x
rename_lesotho_SCO_title;Rename Mt Weddell;;;;;;;;;;;;
rename_lesotho_SCO_desc;Now that we are in control of Mt Weddell, we can rename it.;;;;;;;;;;;;
rename_lesotho_HBR_title;Rename Ailinne;;;;;;;;;;;;
rename_lesotho_HBR_desc;Now that we are in control of Ailinne, we can rename it.;;;;;;;;;;;;
rename_lesotho_NGU_title;Rename Thaba Bosiu;;;;;;;;;;;;
rename_lesotho_NGU_desc;Now that we are in control of Thaba Bosiu, we can rename it.;;;;;;;;;;;;
PROV2049;Port Rodgers;;;;;;;;;;;;
PROV3613;Abaqulusi;;;;;;;;;;;;
opened_frontiers;Opened Frontiers;;;;;;;;;;;;
open_the_frontiers_title;Open the Frontiers;;;;;;;;;;;;
open_the_frontiers_desc;It is the destiny of our people to achieve dominion over the fertile lands of southern Africa. Our nation grows ever larger and more prosperous, but we lack a critical resource: manpower. We shall invite migrants to settle the frontiers, in the spirit of our heritage.;;;;;;;;;;;;
capital_caledonia_title;Choosing our capital;;;;;;;;;;;;
capital_caledonia_desc;There are several major cities which can rightly claim to be the heart of our nation. Is it Heidtoun, where the colonial capital used to be? Drummond, one of the first settlements of the Caledonian trekkers and the current capital? Or the quickly-growing Fenian city of the east Corbenic? Whichever we choose, large construction projects and improvement of infrastructure are sure to follow.;;;;;;;;;;;;;
capital_caledonia_option1;Heidtoun;;;;;;;;;;;;
capital_caledonia_option2;Drummond;;;;;;;;;;;;
capital_caledonia_option3;Corbenic;;;;;;;;;;;;
capital_oceania_title;Choosing our capital;;;;;;;;;;;;
capital_oceania_desc;There are several major cities which can rightly claim to be the heart of our nation. Is it Heidtoun, where the first europeans arrived? Drummond, one of the first settlements of the Caledonian trekkers which also stands at the crossroads of Caledonian and Fenian culture? Or the current capital, the city of Conchobar, founded by Fenian trekkers from New Rubha? Whichever we choose, large construction projects and improvement of infrastructure are sure to follow.;;;;;;;;;;;;;
capital_oceania_option1;Heidtoun;;;;;;;;;;;;
capital_oceania_option2;Drummond;;;;;;;;;;;;
capital_oceania_option3;Conchobar;;;;;;;;;;;;
rename_caru_HBR_title;Rename Carù;;;;;;;;;;;;
rename_caru_HBR_desc;Now that we are in control of Carù, we can rename it.;;;;;;;;;;;;
rename_caru_SCO_title;Rename Lumsden;;;;;;;;;;;;
rename_caru_SCO_desc;Now that we are in control of Lumsden, we can rename it.;;;;;;;;;;;;
HBR_limpopo_push_title;Hibernia up to Limpopo;;;;;;;;;;;;
HBR_limpopo_push_desc;From the first settlements in the Rinn up to the great Limpopo river all shall be Fenian! Our ever growing nation, with new immigrants flocking in and a rapidly expanding industry needs access to new resources and lands for settlement. Pushing towards the Limpopo river would provide a natural boundary.;;;;;;;;;;;;
HBR_northern_push_title;The Northern Frontier;;;;;;;;;;;;
HBR_northern_push_desc;Hibernian resources and manpower are plentiful and shall therefore be directed towards the colonisation of the frontier north of our country!;;;;;;;;;;;;
CLD_limpopo_push_title;The Scottish Ambitions;;;;;;;;;;;;
CLD_limpopo_push_desc;Our past colonial overlords over in Scotland had great colonial ambitions in the southern tip of Africa. With our rule over New Rubha established and new immigrants flocking in we can start pursuing these ambitions. Firstly we shall push towards the Limpopo river, providing us with a natural boundary.;;;;;;;;;;;;
CLD_northern_push_title;The Northern Frontier;;;;;;;;;;;;
CLD_northern_push_desc;Caledonian resources and manpower are plentiful and shall therefore be directed towards the colonisation of the frontier north of our country!;;;;;;;;;;;;
claim_outback_title;Claim the Outback;;;;;;;;;;;;
